departamento_hecho|lugar_zona|anio_inicio|hechos_continuan|amenaza_carta|cluster
Sin Especificar|Rural|1952|0|0|1
Sin Especificar|Rural|1991|0|0|1
Sin Especificar|Rural|1962|0|0|1
Sin Especificar|Urbana|2015|0|0|0
Sin Especificar|Rural|1977|0|0|1
Sucre|Rural|2009|0|0|1
Sucre|Rural|1940|0|0|1
Sucre|Urbana|1979|0|0|0
Sucre|Rural|1953|0|0|1
Sucre|Rural|1964|0|0|1
Sucre|Rural|1998|0|0|1
Sucre|Rural|1984|0|0|1
Sucre|Rural|2004|0|0|1
Sucre|Urbana|1956|0|0|0
Sucre|Rural|1941|0|0|1
Sucre|Rural|1949|0|0|1
Sucre|Rural|1990|0|0|1
Sucre|Urbana|2001|0|0|0
Sucre|Rural|2001|0|0|1
Sucre|Rural|1942|0|0|1
Sucre|Rural|1956|0|0|1
Sucre|Rural|1943|0|0|1
Sucre|Rural|1955|0|0|1
Sucre|Urbana|1963|0|0|0
Sucre|Rural|1940|0|0|1
Sucre|Rural|2012|0|0|1
Sumapaz|Rural|1990|0|0|1
Tolima|Urbana|1950|0|0|0
Tolima|Rural|1947|0|0|1
Tolima|Rural|1973|0|0|1
Tolima|Rural|2005|0|0|1
Tolima|Rural|1947|0|0|1
Tolima|Rural|1983|0|0|1
Tolima|Urbana|1958|0|0|0
Tolima|Rural|1995|0|0|1
Tolima|Rural|1950|0|0|1
Tolima|Rural|2012|0|0|1
Tolima|Urbana|1940|0|0|0
Tolima|Rural|1959|0|0|1
Tolima|Rural|1976|0|0|1
Tolima|Rural|2010|0|0|1
Tolima|Rural|1944|0|0|1
Tolima|Rural|1984|0|0|1
Tolima|Urbana|1979|0|0|0
Tolima|Rural|1973|0|0|1
Tolima|Rural|2011|0|0|1
Tolima|Rural|2016|0|0|1
Tolima|Urbana|1975|0|0|0
Tolima|Rural|1950|0|0|1
Tolima|Rural|2004|0|0|1
Tolima|Rural|1998|0|0|1
Tolima|Rural|1991|0|0|1
Tolima|Rural|1943|0|0|1
Tolima|Urbana|1974|0|0|0
Tolima|Rural|1940|0|0|1
Tolima|Rural|1984|0|0|1
Tolima|Rural|1962|0|0|1
Tolima|Urbana|2016|0|0|0
Tolima|Rural|1956|0|0|1
Tolima|Rural|2013|0|0|1
Tolima|Rural|1982|0|0|1
Tolima|Rural|1992|0|0|1
Tolima|Rural|1965|0|0|1
Tolima|Urbana|1952|0|0|0
Tolima|Rural|1995|0|0|1
Tolima|Rural|2020|0|0|1
Tolima|Rural|1941|0|0|1
Valle Del Cauca|Urbana|1940|0|0|0
Valle Del Cauca|Rural|2009|0|0|1
Valle Del Cauca|Rural|1998|0|0|1
Valle Del Cauca|Rural|1960|0|0|1
Valle Del Cauca|Rural|2014|0|0|1
Valle Del Cauca|Rural|1968|0|0|1
Valle Del Cauca|Urbana|1996|0|0|0
Valle Del Cauca|Rural|1961|0|0|1
Valle Del Cauca|Rural|1962|0|0|1
Valle Del Cauca|Rural|1945|0|0|1
Valle Del Cauca|Urbana|2012|0|0|0
Valle Del Cauca|Rural|2018|0|0|1
Valle Del Cauca|Rural|2011|0|0|1
Valle Del Cauca|Rural|1957|0|0|1
Valle Del Cauca|Rural|1947|0|0|1
Valle Del Cauca|Rural|1989|0|0|1
Valle Del Cauca|Urbana|2020|0|0|0
Valle Del Cauca|Rural|2010|0|0|1
Valle Del Cauca|Rural|1946|0|0|1
Valle Del Cauca|Rural|1945|0|0|1
Valle Del Cauca|Urbana|2019|0|0|0
Valle Del Cauca|Rural|1944|0|0|1
Valle Del Cauca|Rural|1998|0|0|1
Valle Del Cauca|Rural|2004|0|0|1
Valle Del Cauca|Rural|2016|0|0|1
Valle Del Cauca|Rural|2018|0|0|1
Valle Del Cauca|Urbana|1950|0|0|0
Valle Del Cauca|Rural|2017|0|0|1
Valle Del Cauca|Rural|1975|0|0|1
Valle Del Cauca|Rural|2003|0|0|1
Valle Del Cauca|Urbana|2004|0|0|0
Valle Del Cauca|Rural|1951|0|0|1
Valle Del Cauca|Rural|2000|0|0|1
Valle Del Cauca|Rural|1996|0|0|1
Valle Del Cauca|Rural|1981|0|0|1
Valle Del Cauca|Rural|1994|0|0|1
Valle Del Cauca|Urbana|1943|0|0|0
Vaupés|Rural|1944|0|0|1
Vaupés|Rural|1974|0|0|1
Vaupés|Rural|1987|0|0|1
Vaupés|Urbana|1998|0|0|0
Vaupés|Rural|1955|0|0|1
Vichada|Rural|1967|0|0|1
Vichada|Rural|1950|0|0|1
Vichada|Rural|2013|0|0|1
Vichada|Rural|2000|0|0|1
Vichada|Urbana|2002|0|0|0
Amazonas|Urbana|1963|0|0|0
Amazonas|Rural|1980|0|0|1
Amazonas|Rural|1987|1|0|1
Amazonas|Rural|1993|0|0|1
Amazonas|Rural|1942|0|0|1
Amazonas|Rural|1958|0|0|1
Amazonas|Urbana|1956|0|0|0
Amazonas|Rural|2016|1|0|1
Amazonas|Rural|1973|0|0|1
Amazonas|Rural|1990|0|0|1
Antioquia|Rural|1949|0|0|1
Antioquia|Rural|2004|0|0|1
Antioquia|Urbana|1972|0|0|0
Antioquia|Rural|1969|0|0|1
Antioquia|Rural|1964|0|0|1
Antioquia|Rural|1975|0|0|1
Antioquia|Rural|2000|0|0|1
Antioquia|Rural|2018|0|0|1
Antioquia|Urbana|1975|0|0|0
Antioquia|Rural|1957|0|0|1
Antioquia|Rural|2017|0|0|1
Antioquia|Rural|1985|0|0|1
Antioquia|Rural|2013|1|0|1
Antioquia|Rural|1966|0|0|1
Antioquia|Urbana|2001|0|0|0
Antioquia|Rural|1959|0|0|1
Antioquia|Rural|1995|0|0|1
Antioquia|Rural|1980|0|0|1
Antioquia|Rural|1990|0|0|1
Antioquia|Rural|2011|0|0|1
Antioquia|Urbana|1997|0|0|0
Antioquia|Rural|2019|0|0|1
Antioquia|Rural|1990|0|0|1
Antioquia|Rural|1978|1|0|1
Antioquia|Rural|1967|0|1|1
Antioquia|Rural|1983|0|0|1
Antioquia|Urbana|1962|0|0|0
Antioquia|Rural|1945|0|0|1
Antioquia|Rural|1984|0|0|1
Antioquia|Rural|1954|0|0|1
Antioquia|Rural|1978|0|0|1
Antioquia|Rural|1975|0|0|1
Antioquia|Urbana|1989|0|0|0
Antioquia|Rural|1958|0|0|1
Antioquia|Rural|1941|0|0|1
Antioquia|Rural|1999|0|0|1
Antioquia|Rural|1998|0|0|1
Antioquia|Rural|1991|0|0|1
Antioquia|Urbana|1990|0|0|0
Antioquia|Rural|2009|1|0|1
Antioquia|Rural|1948|0|0|1
Antioquia|Rural|1969|0|0|1
Antioquia|Rural|2016|0|0|1
Antioquia|Rural|1942|0|0|1
Antioquia|Urbana|2009|0|0|0
Antioquia|Rural|2010|0|0|1
Antioquia|Rural|1982|0|0|1
Antioquia|Rural|1960|1|0|1
Antioquia|Rural|1954|0|0|1
Antioquia|Rural|1993|0|0|1
Antioquia|Urbana|1952|0|0|0
Antioquia|Rural|1953|0|0|1
Antioquia|Rural|2001|0|0|1
Antioquia|Rural|1953|0|0|1
Antioquia|Rural|1944|0|0|1
Antioquia|Rural|2008|0|0|1
Antioquia|Urbana|1977|0|0|0
Antioquia|Rural|1959|1|0|1
Antioquia|Rural|1965|0|0|1
Antioquia|Rural|1952|0|0|1
Antioquia|Rural|1968|0|0|1
Antioquia|Rural|1966|0|0|1
Antioquia|Urbana|2014|0|0|0
Antioquia|Rural|1958|0|0|1
Antioquia|Rural|1998|0|0|1
Antioquia|Rural|1971|0|0|1
Antioquia|Rural|1969|0|0|1
Antioquia|Rural|1959|0|0|1
Antioquia|Urbana|1997|0|0|0
Antioquia|Rural|1943|0|0|1
Antioquia|Rural|1950|0|0|1
Antioquia|Rural|1992|0|0|1
Antioquia|Rural|1981|0|0|1
Antioquia|Rural|1975|0|0|1
Antioquia|Urbana|1994|0|0|0
Antioquia|Rural|1976|0|0|1
Antioquia|Rural|1977|0|0|1
Antioquia|Rural|1973|0|0|1
Antioquia|Rural|1969|0|0|1
Antioquia|Rural|1953|0|0|1
Antioquia|Urbana|1947|0|0|0
Antioquia|Rural|1941|0|0|1
Antioquia|Rural|1986|0|0|1
Antioquia|Rural|1987|0|0|1
Antioquia|Rural|1999|0|0|1
Antioquia|Rural|1955|0|0|1
Antioquia|Urbana|1984|0|0|0
Antioquia|Rural|1969|0|0|1
Antioquia|Rural|1988|0|0|1
Antioquia|Rural|1992|0|0|1
Antioquia|Urbana|2013|0|0|0
Antioquia|Rural|2005|0|0|1
Antioquia|Rural|1992|0|0|1
Antioquia|Rural|2007|0|0|1
Antioquia|Rural|1971|0|0|1
Antioquia|Rural|1957|0|0|1
Antioquia|Urbana|1961|0|0|0
Antioquia|Rural|1983|0|0|1
Antioquia|Rural|1997|0|0|1
Antioquia|Rural|2014|0|0|1
Antioquia|Urbana|1959|0|0|0
Antioquia|Rural|1967|0|0|1
Antioquia|Rural|2016|0|0|1
Antioquia|Rural|1963|0|0|1
Antioquia|Rural|1980|0|0|1
Antioquia|Rural|1955|0|0|1
Antioquia|Urbana|1976|0|0|0
Antioquia|Rural|1966|0|0|1
Antioquia|Rural|1966|0|0|1
Antioquia|Rural|1940|0|0|1
Arauca|Urbana|1980|0|0|0
Arauca|Rural|2015|0|0|1
Arauca|Rural|1978|0|0|1
Arauca|Rural|1958|0|0|1
Arauca|Rural|2015|0|0|1
Arauca|Rural|1974|0|0|1
Arauca|Urbana|1993|0|0|0
Archipiélago De San Andrés, Providencia Y Santa Catalina|Rural|1978|0|0|1
Archipiélago De San Andrés, Providencia Y Santa Catalina|Rural|2011|0|0|1
Atlántico|Rural|2006|0|0|1
Atlántico|Urbana|1984|0|0|0
Atlántico|Rural|1980|0|0|1
Atlántico|Rural|1983|0|0|1
Atlántico|Rural|1988|0|0|1
Atlántico|Rural|1945|0|0|1
Bogotá|Rural|1952|0|0|1
Bogotá|Urbana|1972|0|0|0
Bolívar|Rural|2015|0|0|1
Bolívar|Rural|1964|0|0|1
Bolívar|Rural|1988|0|0|1
Bolívar|Urbana|2001|0|0|0
Bolívar|Rural|2018|0|0|1
Bolívar|Rural|1988|0|0|1
Bolívar|Rural|1999|0|0|1
Bolívar|Rural|1964|0|0|1
Bolívar|Rural|1979|0|0|1
Bolívar|Urbana|1956|0|0|0
Bolívar|Rural|1951|0|0|1
Bolívar|Rural|1994|0|0|1
Bolívar|Rural|1943|0|0|1
Bolívar|Urbana|2013|0|0|0
Bolívar|Rural|1972|0|0|1
Bolívar|Rural|2019|0|0|1
Bolívar|Rural|1997|0|0|1
Bolívar|Rural|1944|0|0|1
Bolívar|Rural|2019|0|0|1
Bolívar|Urbana|1969|0|0|0
Bolívar|Rural|1969|0|0|1
Bolívar|Rural|1967|0|0|1
Bolívar|Rural|1962|0|0|1
Bolívar|Urbana|1998|0|0|0
Bolívar|Rural|1992|0|0|1
Bolívar|Rural|2015|0|0|1
Bolívar|Rural|2017|0|0|1
Bolívar|Rural|1973|0|0|1
Bolívar|Rural|2003|0|0|1
Bolívar|Urbana|2000|0|0|0
Boyacá|Rural|1956|0|0|1
Boyacá|Rural|2019|0|0|1
Boyacá|Rural|1997|0|0|1
Boyacá|Urbana|1981|0|0|0
Boyacá|Rural|2018|0|0|1
Boyacá|Rural|1955|0|0|1
Boyacá|Rural|1976|0|0|1
Boyacá|Rural|2008|0|0|1
Boyacá|Rural|1972|0|0|1
Boyacá|Urbana|1996|0|0|0
Boyacá|Rural|1965|0|0|1
Boyacá|Rural|1977|0|0|1
Boyacá|Rural|2017|0|0|1
Boyacá|Urbana|2007|0|0|0
Boyacá|Rural|1962|0|0|1
Boyacá|Rural|2013|0|0|1
Boyacá|Rural|2008|0|0|1
Boyacá|Rural|2007|0|0|1
Boyacá|Rural|2012|0|0|1
Boyacá|Urbana|1977|0|0|0
Boyacá|Rural|1947|0|0|1
Boyacá|Rural|1978|0|0|1
Boyacá|Rural|2013|0|0|1
Boyacá|Urbana|1940|0|0|0
Boyacá|Rural|1988|0|0|1
Boyacá|Rural|1940|0|0|1
Boyacá|Rural|2001|0|0|1
Boyacá|Rural|1978|0|0|1
Boyacá|Rural|2000|0|0|1
Boyacá|Urbana|1979|0|0|0
Boyacá|Rural|1994|0|0|1
Boyacá|Rural|1944|0|0|1
Boyacá|Rural|1971|0|0|1
Boyacá|Urbana|2009|0|0|0
Boyacá|Rural|1946|0|0|1
Boyacá|Rural|1970|0|0|1
Caldas|Rural|2002|0|0|1
Caldas|Rural|1961|0|0|1
Caldas|Rural|1989|0|0|1
Caldas|Urbana|2019|0|0|0
Caldas|Rural|1962|0|0|1
Caldas|Rural|1978|0|0|1
Caldas|Rural|1962|0|0|1
Caldas|Urbana|2009|0|0|0
Caldas|Rural|1992|0|0|1
Caldas|Rural|1955|0|0|1
Caldas|Rural|1966|0|0|1
Caldas|Rural|1955|0|0|1
Caldas|Rural|1941|0|0|1
Caldas|Urbana|2020|0|0|0
Caldas|Rural|1978|0|0|1
Caldas|Rural|1970|0|0|1
Caldas|Rural|1948|0|0|1
Caldas|Urbana|2015|0|0|0
Caldas|Rural|2020|0|0|1
Caldas|Rural|1952|0|0|1
Caldas|Rural|1972|0|0|1
Caldas|Rural|1977|0|0|1
Caldas|Rural|1970|0|0|1
Caquetá|Urbana|2003|0|0|0
Caquetá|Rural|2015|0|0|1
Caquetá|Rural|1942|0|0|1
Caquetá|Rural|2012|0|0|1
Caquetá|Urbana|2016|0|0|0
Caquetá|Rural|1980|0|0|1
Caquetá|Rural|2007|0|0|1
Caquetá|Rural|2020|0|0|1
Caquetá|Rural|2012|0|0|1
Caquetá|Rural|1975|0|0|1
Caquetá|Urbana|1955|0|0|0
Caquetá|Rural|2018|0|0|1
Caquetá|Rural|2012|0|0|1
Caquetá|Rural|1999|0|0|1
Caquetá|Urbana|1967|0|0|0
Caquetá|Rural|1961|0|0|1
Caquetá|Rural|1941|0|0|1
Casanare|Rural|1979|0|0|1
Casanare|Rural|2008|0|0|1
Casanare|Rural|2010|0|0|1
Casanare|Urbana|1953|0|0|0
Casanare|Rural|1970|0|0|1
Casanare|Rural|2019|0|0|1
Casanare|Rural|1985|0|0|1
Casanare|Urbana|1987|0|0|0
Casanare|Rural|1975|0|0|1
Casanare|Rural|2003|0|0|1
Casanare|Rural|1984|0|0|1
Casanare|Rural|1948|0|0|1
Casanare|Rural|1988|0|0|1
Casanare|Urbana|1946|0|0|0
Casanare|Rural|1961|0|0|1
Casanare|Rural|1942|0|0|1
Casanare|Rural|1951|0|0|1
Casanare|Urbana|2009|0|0|0
Casanare|Rural|2001|0|0|1
Casanare|Rural|1966|0|0|1
Cauca|Rural|1964|0|0|1
Cauca|Rural|1957|0|0|1
Cauca|Rural|1949|0|0|1
Cauca|Urbana|1982|0|0|0
Cauca|Rural|1944|0|0|1
Cauca|Rural|1943|0|0|1
Cauca|Rural|1962|0|0|1
Cauca|Urbana|2010|0|0|0
Cauca|Rural|1953|0|0|1
Cauca|Rural|1993|0|0|1
Cauca|Rural|1985|0|0|1
Cauca|Rural|1970|0|0|1
Cauca|Rural|2003|0|0|1
Cauca|Urbana|1962|0|0|0
Cauca|Rural|2005|0|0|1
Cauca|Rural|2000|0|0|1
Cauca|Rural|2014|0|0|1
Cauca|Urbana|1947|0|0|0
Cauca|Rural|1998|0|0|1
Cauca|Rural|1982|0|0|1
Cauca|Rural|2003|0|0|1
Cauca|Rural|1976|0|0|1
Cauca|Rural|2016|0|0|1
Cauca|Urbana|1975|0|0|0
Cauca|Rural|1999|0|0|1
Cauca|Rural|2008|0|0|1
Cauca|Rural|1947|0|0|1
Cauca|Urbana|1989|0|0|0
Cauca|Rural|2018|0|0|1
Cauca|Rural|2011|0|0|1
Cauca|Rural|2000|0|0|1
Cauca|Rural|1975|0|0|1
Cauca|Rural|1944|0|0|1
Cauca|Urbana|1970|0|0|0
Cauca|Rural|2007|0|0|1
Cauca|Rural|1959|0|0|1
Cauca|Rural|1950|0|0|1
Cauca|Urbana|1945|0|0|0
Cauca|Rural|1950|0|0|1
Cauca|Rural|1957|0|0|1
Cauca|Rural|1946|0|0|1
Cauca|Rural|1957|0|0|1
Cauca|Rural|1940|0|0|1
Cesar|Urbana|1980|0|0|0
Cesar|Rural|1999|0|0|1
Cesar|Rural|1985|0|0|1
Cesar|Rural|1976|0|0|1
Cesar|Urbana|1943|0|0|0
Cesar|Rural|1969|0|0|1
Cesar|Rural|1986|0|0|1
Cesar|Rural|1973|0|0|1
Cesar|Rural|1971|0|0|1
Cesar|Rural|1942|0|0|1
Cesar|Urbana|1986|0|0|0
Cesar|Rural|1948|0|0|1
Cesar|Rural|1968|0|0|1
Cesar|Rural|1988|0|0|1
Cesar|Urbana|1956|0|0|0
Cesar|Rural|1954|0|0|1
Cesar|Rural|1954|0|0|1
Cesar|Rural|1967|0|0|1
Cesar|Rural|1943|0|0|1
Cesar|Rural|1956|0|0|1
Cesar|Urbana|2011|0|0|0
Cesar|Rural|2018|0|0|1
Cesar|Rural|2001|0|0|1
Cesar|Rural|2014|0|0|1
Cesar|Urbana|1958|0|0|0
Cesar|Rural|1988|0|0|1
Chocó|Rural|1986|0|0|1
Chocó|Rural|1983|0|0|1
Chocó|Rural|1987|0|0|1
Chocó|Rural|2011|0|0|1
Chocó|Urbana|1951|0|0|0
Chocó|Rural|1971|0|0|1
Chocó|Rural|1961|0|0|1
Chocó|Rural|1967|0|0|1
Chocó|Urbana|1970|0|0|0
Chocó|Rural|1991|0|0|1
Chocó|Rural|1999|0|0|1
Chocó|Rural|1977|0|0|1
Chocó|Rural|1942|0|0|1
Chocó|Rural|2018|0|0|1
Chocó|Urbana|2009|0|0|0
Chocó|Rural|2008|0|0|1
Chocó|Rural|1971|0|0|1
Chocó|Rural|1953|0|0|1
Chocó|Urbana|1944|0|0|0
Chocó|Rural|1970|0|0|1
Chocó|Rural|1989|0|0|1
Chocó|Rural|1956|0|0|1
Chocó|Rural|1943|0|0|1
Chocó|Rural|1955|0|0|1
Chocó|Urbana|1956|0|0|0
Chocó|Rural|2016|0|0|1
Chocó|Rural|1978|0|0|1
Cundinamarca|Rural|1991|0|0|1
Cundinamarca|Urbana|1967|0|0|0
Cundinamarca|Rural|1963|0|0|1
Cundinamarca|Rural|1975|0|0|1
Cundinamarca|Rural|1971|0|0|1
Cundinamarca|Rural|2020|0|0|1
Cundinamarca|Rural|1998|0|0|1
Cundinamarca|Urbana|2000|0|0|0
Cundinamarca|Rural|1975|0|0|1
Cundinamarca|Rural|2006|0|0|1
Cundinamarca|Rural|1984|0|0|1
Cundinamarca|Urbana|1990|0|0|0
Cundinamarca|Rural|2015|0|0|1
Cundinamarca|Rural|2015|0|0|1
Cundinamarca|Rural|1956|0|0|1
Cundinamarca|Rural|1986|0|0|1
Cundinamarca|Rural|1961|0|0|1
Cundinamarca|Urbana|1960|0|0|0
Cundinamarca|Rural|1954|0|0|1
Cundinamarca|Rural|2011|0|0|1
Cundinamarca|Rural|1962|0|0|1
Cundinamarca|Urbana|1993|0|0|0
Cundinamarca|Rural|1978|0|0|1
Cundinamarca|Rural|2017|0|0|1
Cundinamarca|Rural|1978|0|0|1
Cundinamarca|Rural|1940|0|0|1
Cundinamarca|Rural|1970|0|0|1
Cundinamarca|Urbana|1970|0|0|0
Cundinamarca|Rural|2020|0|0|1
Cundinamarca|Rural|1989|0|0|1
Cundinamarca|Rural|1965|0|0|1
Cundinamarca|Urbana|1949|0|0|0
Cundinamarca|Rural|1947|0|0|1
Cundinamarca|Rural|1991|0|0|1
Cundinamarca|Rural|1960|0|0|1
Cundinamarca|Rural|1997|0|0|1
Cundinamarca|Rural|2004|0|0|1
Cundinamarca|Urbana|1940|0|0|0
Cundinamarca|Rural|1986|0|0|1
Cundinamarca|Rural|1942|0|0|1
Cundinamarca|Rural|2003|0|0|1
Cundinamarca|Urbana|1992|0|0|0
Cundinamarca|Rural|1962|0|0|1
Cundinamarca|Rural|1973|0|0|1
Cundinamarca|Rural|2014|0|0|1
Córdoba|Rural|1942|0|0|1
Córdoba|Rural|1961|0|0|1
Córdoba|Urbana|1949|0|0|0
Córdoba|Rural|1968|0|0|1
Córdoba|Rural|2011|0|0|1
Córdoba|Rural|1952|0|0|1
Córdoba|Urbana|2009|0|0|0
Córdoba|Rural|1989|0|0|1
Córdoba|Rural|1984|0|0|1
Córdoba|Rural|2010|0|0|1
Córdoba|Rural|2000|0|0|1
Córdoba|Rural|1989|0|0|1
Córdoba|Urbana|1950|0|0|0
Córdoba|Rural|1956|0|0|1
Córdoba|Rural|1961|0|0|1
Córdoba|Rural|2015|0|0|1
Córdoba|Urbana|1964|0|0|0
Córdoba|Rural|1979|0|0|1
Córdoba|Rural|1992|0|0|1
Guainía|Rural|1997|0|0|1
Guainía|Rural|1971|0|0|1
Guainía|Rural|1948|0|0|1
Guainía|Urbana|1958|0|0|0
Guainía|Rural|1957|0|0|1
Guaviare|Rural|1970|0|0|1
Guaviare|Rural|2008|0|0|1
Guaviare|Urbana|1994|0|0|0
Guaviare|Rural|2002|0|0|1
Guaviare|Rural|1954|0|0|1
Huila|Rural|1992|0|0|1
Huila|Rural|1975|0|0|1
Huila|Rural|2010|0|0|1
Huila|Urbana|2004|0|0|0
Huila|Rural|1967|0|0|1
Huila|Rural|2007|0|0|1
Huila|Rural|1942|0|0|1
Huila|Urbana|1956|0|0|0
Huila|Rural|1994|0|0|1
Huila|Rural|2013|0|0|1
Huila|Rural|2019|0|0|1
Huila|Rural|1980|0|0|1
Huila|Rural|1949|0|0|1
Huila|Urbana|1979|0|0|0
Huila|Rural|1981|0|0|1
Huila|Rural|1982|0|0|1
Huila|Rural|1987|0|0|1
Huila|Urbana|1982|0|0|0
Huila|Rural|2008|0|0|1
Huila|Rural|1990|0|0|1
Huila|Rural|1988|0|0|1
Huila|Rural|1950|0|0|1
Huila|Rural|2000|0|0|1
Huila|Urbana|1996|0|0|0
Huila|Rural|1978|0|0|1
Huila|Rural|1992|0|0|1
Huila|Rural|1952|0|0|1
Huila|Urbana|1972|0|0|0
Huila|Rural|1966|0|0|1
Huila|Rural|1975|0|0|1
Huila|Rural|2019|0|0|1
Huila|Rural|1979|0|0|1
Huila|Rural|1959|0|0|1
Huila|Urbana|2004|0|0|0
Huila|Rural|1960|0|0|1
La Guajira|Rural|1971|0|0|1
La Guajira|Rural|1985|0|0|1
La Guajira|Urbana|2018|0|0|0
La Guajira|Rural|2007|0|0|1
La Guajira|Rural|2016|0|0|1
La Guajira|Rural|1986|0|0|1
La Guajira|Rural|1997|0|0|1
La Guajira|Rural|1948|0|0|1
La Guajira|Urbana|1963|0|0|0
La Guajira|Rural|1954|0|0|1
La Guajira|Rural|1941|0|0|1
La Guajira|Rural|2020|0|0|1
La Guajira|Urbana|1999|0|0|0
La Guajira|Rural|1960|0|0|1
La Guajira|Rural|1974|0|0|1
Magdalena|Rural|1979|0|0|1
Magdalena|Rural|2016|0|0|1
Magdalena|Rural|1966|0|0|1
Magdalena|Urbana|2012|0|0|0
Magdalena|Rural|2002|0|0|1
Magdalena|Rural|1990|0|0|1
Magdalena|Rural|1952|0|0|1
Magdalena|Urbana|1990|0|0|0
Magdalena|Rural|1960|0|0|1
Magdalena|Rural|1982|0|0|1
Magdalena|Rural|1954|0|0|1
Magdalena|Rural|1951|0|0|1
Magdalena|Rural|1991|0|0|1
Magdalena|Urbana|2003|0|0|0
Magdalena|Rural|2017|0|0|1
Magdalena|Rural|1943|0|0|1
Magdalena|Rural|1977|0|0|1
Magdalena|Urbana|2000|0|0|0
Magdalena|Rural|1992|0|0|1
Magdalena|Rural|1958|0|0|1
Magdalena|Rural|1941|0|0|1
Magdalena|Rural|2012|0|0|1
Meta|Rural|2010|0|0|1
Meta|Urbana|1945|0|0|0
Meta|Rural|1984|0|0|1
Meta|Rural|1994|0|0|1
Meta|Rural|1955|0|0|1
Meta|Urbana|1983|0|0|0
Meta|Rural|1940|0|0|1
Meta|Rural|1997|0|0|1
Meta|Rural|2008|0|0|1
Meta|Rural|1991|0|0|1
Meta|Rural|1990|0|0|1
Meta|Urbana|1979|0|0|0
Meta|Rural|2013|0|0|1
Meta|Rural|1985|0|0|1
Meta|Rural|1947|0|0|1
Meta|Urbana|2000|0|0|0
Meta|Rural|1987|0|0|1
Meta|Rural|1999|0|0|1
Meta|Rural|2002|0|0|1
Meta|Rural|2002|0|0|1
Meta|Rural|1946|0|0|1
Meta|Urbana|1964|0|0|0
Meta|Rural|1966|0|0|1
Meta|Rural|1951|0|0|1
Meta|Rural|1980|0|0|1
Meta|Urbana|1962|0|0|0
Meta|Rural|1999|0|0|1
Meta|Rural|2018|0|0|1
Nariño|Rural|1972|0|0|1
Nariño|Rural|1953|0|0|1
Nariño|Rural|2010|0|0|1
Nariño|Urbana|1987|0|0|0
Nariño|Rural|1968|0|0|1
Nariño|Rural|1943|0|0|1
Nariño|Rural|1999|0|0|1
Nariño|Urbana|1999|0|0|0
Nariño|Rural|1979|0|0|1
Nariño|Rural|2013|0|0|1
Nariño|Rural|1995|0|0|1
Nariño|Rural|1998|0|0|1
Nariño|Rural|2000|0|0|1
Nariño|Urbana|1975|0|0|0
Nariño|Rural|1970|0|0|1
Nariño|Rural|1978|0|0|1
Nariño|Rural|2015|0|0|1
Nariño|Urbana|2008|0|0|0
Nariño|Rural|2002|0|0|1
Nariño|Rural|1966|0|0|1
Nariño|Rural|2000|0|0|1
Nariño|Rural|1944|0|0|1
Nariño|Rural|2011|0|0|1
Nariño|Urbana|1965|0|0|0
Nariño|Rural|1973|0|0|1
Nariño|Rural|1971|0|0|1
Nariño|Rural|1949|0|0|1
Nariño|Urbana|1975|0|0|0
Nariño|Rural|1997|0|0|1
Nariño|Rural|1996|0|0|1
Nariño|Rural|1982|0|0|1
Nariño|Rural|1957|0|0|1
Nariño|Rural|2003|0|0|1
Nariño|Urbana|1961|0|0|0
Nariño|Rural|1953|0|0|1
Nariño|Rural|2013|0|0|1
Nariño|Rural|1963|0|0|1
Nariño|Urbana|1953|0|0|0
Nariño|Rural|2013|0|0|1
Nariño|Rural|1952|0|0|1
Nariño|Rural|1959|0|0|1
Nariño|Rural|1946|0|0|1
Nariño|Rural|1942|0|0|1
Nariño|Urbana|1998|0|0|0
Nariño|Rural|1973|0|0|1
Nariño|Rural|1952|0|0|1
Norte De Santander|Rural|1948|0|0|1
Norte De Santander|Urbana|2017|0|0|0
Norte De Santander|Rural|1940|0|0|1
Norte De Santander|Rural|2011|0|0|1
Norte De Santander|Rural|1975|0|0|1
Norte De Santander|Rural|1940|0|0|1
Norte De Santander|Rural|1958|0|0|1
Norte De Santander|Urbana|1977|0|0|0
Norte De Santander|Rural|1952|0|0|1
Norte De Santander|Rural|1990|0|0|1
Norte De Santander|Rural|1982|0|0|1
Norte De Santander|Urbana|1968|0|0|0
Norte De Santander|Rural|1943|0|0|1
Norte De Santander|Rural|1954|0|0|1
Norte De Santander|Rural|1993|0|0|1
Norte De Santander|Rural|1992|0|0|1
Norte De Santander|Rural|1973|0|0|1
Norte De Santander|Urbana|1999|0|0|0
Norte De Santander|Rural|1945|0|0|1
Norte De Santander|Rural|1966|0|0|1
Norte De Santander|Rural|1977|0|0|1
Norte De Santander|Urbana|1976|0|0|0
Norte De Santander|Rural|1975|0|0|1
Norte De Santander|Rural|1993|0|0|1
Norte De Santander|Rural|1955|0|0|1
Norte De Santander|Rural|1941|0|0|1
Norte De Santander|Rural|2007|0|0|1
Norte De Santander|Urbana|1942|0|0|0
Norte De Santander|Rural|2003|0|0|1
Putumayo|Rural|2002|0|0|1
Putumayo|Rural|1981|0|0|1
Putumayo|Urbana|1949|0|0|0
Putumayo|Rural|1980|0|0|1
Putumayo|Rural|1969|0|0|1
Putumayo|Rural|1994|0|0|1
Putumayo|Rural|1997|0|0|1
