pais_hecho|departamento_hecho|ciudad_hecho|lugar_zona|anio_inicio|anio_fin|hechos_continuan|victimas_identificadas|victimas_total|responsables_identificados|cluster
Colombia|Valle Del Cauca|Cali|Urbana|2019||1|3|3|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2017||1|4|3|0|1
Colombia|Caquetá|Valparaíso|Rural|2003||0|1|1|0|0
Colombia|Caquetá|Valparaíso|Rural|2000||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Rural|2016||0|1|1|0|0
Colombia|Huila|Colombia|Rural|1971||0|1|1|0|0
Colombia|Huila|Tarqui|Urbana|1977||0|1|1|0|1
Colombia|Huila|Neiva|Urbana|1985|1985.0|0|2|2|0|1
Colombia|Valle Del Cauca|Buenaventura|Rural|2001|2003.0|0|1|1|0|0
Colombia|Santander|Bucaramanga|Urbana|1992||0|1|2|0|1
Colombia|Valle Del Cauca|Buenaventura|Rural|2018|2019.0|1|1|1|0|0
Colombia|Valle Del Cauca|Roldanillo|Rural|2006||0|1|1|0|0
Colombia|La Guajira|San Juan Del Cesar|Rural|2005||0|1|1|2|0
Colombia|Caquetá|Solano|Rural|1980|1981.0|0|1|5|1|0
Colombia|Putumayo|Puerto Asís|Rural|2004||0|4|3|1|0
Colombia|Valle Del Cauca|Roldanillo|Rural|2010||1|1|1|0|0
Colombia|Guaviare|San José Del Guaviare|Rural|2005||0|1|1|1|0
Colombia|Guaviare|San José Del Guaviare|Rural|2007||0|1|1|0|0
Colombia|Putumayo|Puerto Leguízamo|Rural|1996||0|2|3|1|0
Colombia|Antioquia|Yondó|Rural|2001|2001.0|0|1|1|0|0
Colombia|Valle Del Cauca|Buenaventura|Urbana|2001||0|1|1|1|1
Colombia|Caquetá|Valparaíso|Rural|2003||0|1|1|3|0
Colombia|Valle Del Cauca|Buenaventura|Rural|2015|2015.0|0|1|1|0|0
Colombia|Putumayo|Puerto Leguízamo|Rural|1994||0|2|5|1|0
Colombia|Cesar|Manaure Balcón Del Cesar|Urbana|2002|2019.0|1|3|5|0|1
Colombia|Cesar|Manaure Balcón Del Cesar|Rural|2002||0|3|6|0|0
Colombia|Antioquia|Turbo|Rural|1985|1988.0|0|1|7|0|0
Colombia|Cesar|Aguachica|Rural|2000||0|1|1|1|0
Colombia|Córdoba|Montería|Rural|2002||1|3|3|0|0
Colombia|Santander|Puerto Wilches|Rural|1989||0|1|1|0|0
Colombia|Santander|Puerto Wilches|Rural|1997||0|2|2|2|0
Colombia|Santander|Bucaramanga|Rural|1999||0|1|1|2|0
Colombia|Córdoba|Montería|Urbana|2018|2019.0|0|1|1|1|1
Colombia|Meta|Villavicencio|Rural|2018||0|1|1|0|0
Colombia|Meta|Villavicencio|Rural|2018||0|1|1|0|0
Colombia|Valle Del Cauca|Buenaventura|Rural|2016||0|1|1|0|0
Colombia|Valle Del Cauca|Buenaventura|Urbana|2011||0|1|1|0|1
Colombia|Valle Del Cauca|Buenaventura|Rural|2005||0|1|1|0|0
Colombia|Magdalena|Zona Bananera|Rural|2000||0|1|1|1|0
Colombia|Magdalena|Zona Bananera|Rural|2000||0|1|1|0|0
Colombia|Magdalena|Zona Bananera|Rural|2017||0|1|1|0|0
Colombia|Antioquia|Apartadó|Rural|1994|1994.0|0|1|3|0|0
Colombia|Antioquia|Turbo|Urbana|1990||0|1|1|1|1
Colombia|Guainía|Barranco Minas|Rural|1975||0|1|1|0|0
Colombia|Córdoba|Montería|Urbana|2003||0|7|7|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2004||0|1|7|0|1
Colombia|Caldas|Anserma|Rural|1989||0|1|1|1|0
Colombia|Atlántico|Barranquilla|Urbana|2004||0|1|1|1|1
Colombia|Santander|Simacota|Rural|1989||0|4|4|3|0
Colombia|Putumayo|Puerto Caicedo|Rural|2001||0|2|5|0|0
Colombia|Caldas|Anserma|Rural|1988|1994.0|0|1|1|0|0
Colombia|Putumayo|Puerto Caicedo|Rural|2001||0|2|1|1|0
Colombia|Nariño|Barbacoas|Rural|2005||0|3|10|1|0
Colombia|Santander|Landázuri|Rural|2003||0|1|1|0|0
Colombia|Nariño|Policarpa|Rural|2006||0|1|1|0|0
Colombia|Nariño|Barbacoas|Rural|2006||0|2|15|1|0
Colombia|Magdalena|Nueva Granada|Rural|1996||0|1|1|0|0
Colombia|Caquetá|La Montañita|Rural|1997||0|1|2|0|0
Colombia|Huila|Gigante|Rural|2005||1|1|4|0|0
Colombia|Guaviare|San José Del Guaviare|Rural|1999||0|1|1|0|0
Colombia|Magdalena|Fundación|Urbana|1998||0|1|1|1|1
Colombia|Antioquia|Apartadó|Urbana|1994|1999.0|0|1|1|0|1
Colombia|Casanare|Hato Corozal|Rural|2001||0|10|10|2|0
Colombia|Caquetá|Florencia|Rural|1983||0|1|1|0|0
Colombia|Caquetá|Florencia|Rural|2001||1|1|1|0|0
Colombia|Caquetá|San Vicente Del Caguán|Rural|2005||0|1|1|0|0
Colombia|Santander|Floridablanca|Urbana|2002|2018.0|0|1|1|0|1
Colombia|Santander|Floridablanca|Urbana|2004||0|3|4|2|1
Colombia|Santander|Lebrija|Rural|2013|2018.0|0|1|1|0|0
Colombia|Santander|Floridablanca|Urbana|2018|2018.0|0|1|1|0|1
Colombia|Santander|Floridablanca|Urbana|2018||0|1|1|0|1
Colombia|Putumayo|Puerto Leguízamo|Rural|1998||0|2|20|0|0
Colombia|Magdalena|Zona Bananera|Rural|2000||0|4|1|0|0
Colombia|Putumayo|Puerto Leguízamo|Rural|1998||0|1|1|0|0
Colombia|Putumayo|Puerto Leguízamo|Rural|2011||0|1|1|0|0
Colombia|Atlántico|Malambo|Urbana|2009||0|1|1|0|1
Colombia|Atlántico|Soledad|Rural|2010|2011.0|0|1|1|0|0
Colombia|Magdalena|Ciénaga|Rural|1990|2000.0|0|1|1|0|0
Colombia|Atlántico|Soledad|Urbana|2001||0|1|1|2|1
Colombia|Magdalena|Zona Bananera|Rural|1985||0|1|1|0|0
Colombia|Atlántico|Barranquilla|Urbana|2003||0|1|1|1|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2003||0|1|1|0|1
Colombia|Magdalena|Zona Bananera|Rural|2000|2000.0|0|1|1|1|0
Colombia|Magdalena|Zona Bananera|Rural|2000|2000.0|0|4|4|3|0
Colombia|Magdalena|Sitionuevo|Rural|1999||0|1|1|0|0
Colombia|Magdalena|Sitionuevo|Rural|2000||0|1|1|1|0
Colombia|Antioquia|Turbo|Rural|1975|1986.0|0|1|1|0|0
Colombia|Magdalena|Zona Bananera|Urbana|2000||0|1|5|2|1
Colombia|Valle Del Cauca|Tuluá|Urbana|2008||0|1|2|0|1
Colombia|Magdalena|Salamina|Rural|2000|2000.0|0|1|1|3|0
Colombia|Magdalena|Santa Marta|Urbana|2001|2004.0|1|1|1|1|1
Colombia|Antioquia|Turbo|Rural|1985|1997.0|0|1|6|0|0
Colombia|Magdalena|Aracataca|Rural|2001|2001.0|0|2|2|0|0
Colombia|Santander|Landázuri|Rural|1987|2008.0|0|1|1|0|0
Colombia|Magdalena|Aracataca|Urbana|2001||0|1|1|0|1
Colombia|Magdalena|Plato|Urbana|1999||0|3|1|0|1
Colombia|Magdalena|Plato|Urbana|2001|2001.0|0|1|2|2|1
Colombia|Antioquia|Tarazá|Rural|2006|2013.0|1|1|1|2|0
Colombia|Antioquia|Tarazá|Rural|2011|2013.0|0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2018|2019.0|0|1|1|0|1
Colombia|Santander|San Vicente De Chucurí|Rural|1986||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|1990||0|1|4|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Rural|1991||0|1|8|0|0
Colombia|Norte De Santander|Bucarasica|Urbana|1992||0|1|1|0|1
Colombia|Antioquia|San Pedro De Urabá|Rural|1999|2003.0|0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Rural|1999|1999.0|0|1|1|0|0
Colombia|Magdalena|Aracataca|Rural|2001|2004.0|0|1|1|0|0
Colombia|Magdalena|Aracataca|Urbana|2004||0|1|2|1|1
Colombia|Huila|Neiva|Urbana|1986||0|1|1|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|1993||0|4|4|0|1
Colombia|Bolívar|Arjona|Rural|2001||1|0|1|0|0
Colombia|Bolívar|Arjona|Sin Especificar|2001||0|0|1|0|0
Colombia|Magdalena|Ciénaga|Rural|1997|1999.0|0|5|5|2|0
Colombia|Magdalena|Ciénaga|Rural|1999|1999.0|0|1|2|0|0
Colombia|Magdalena|Ciénaga|Rural|1999|1999.0|0|2|4|0|0
Colombia|Magdalena|Ciénaga|Urbana|2009|2009.0|0|1|1|0|1
Colombia|Valle Del Cauca|Tuluá|Urbana|2008||0|2|5|0|1
Colombia|Magdalena|Plato|Urbana|2000|2000.0|0|3|3|0|1
Colombia|Magdalena|Plato|Rural|2005|2005.0|0|2|2|0|0
Colombia|Magdalena|Plato|Urbana|2005|2007.0|0|2|3|0|1
Colombia|Cauca|Caloto|Rural|2017|2018.0|0|1|2|0|0
Colombia|Antioquia|Apartadó|Rural|1995||0|9|9|0|0
Colombia|Magdalena|Pivijay|Rural|2000||0|1|1|0|0
Colombia|Magdalena|Zona Bananera|Rural|2001||0|1|1|0|0
Colombia|Magdalena|Zona Bananera|Rural|2001||0|1|1|1|0
Colombia|Magdalena|Plato|Urbana|2004||0|1|1|1|1
Colombia|Magdalena|Plato|Urbana|2004|2004.0|0|1|10|0|1
Colombia|Magdalena|Plato|Urbana|2004||0|1|2|1|1
Colombia|Magdalena|Plato|Urbana|2004||0|1|4|1|1
Colombia|Valle Del Cauca|Tuluá|Rural|2011||0|1|1|0|0
Colombia|Valle Del Cauca|Tuluá|Rural|2011||0|1|1|0|0
Colombia|Valle Del Cauca|Tuluá|Rural|2009|2011.0|0|1|1|1|0
Colombia|Valle Del Cauca|Tuluá|Rural|2011||0|1|1|0|0
Colombia|Valle Del Cauca|Tuluá|Rural|2014||0|1|1|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1999||0|3|3|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|1989||0|4|4|1|1
Colombia|Antioquia|Apartadó|Rural|1995||0|1|1|0|0
Colombia|Valle Del Cauca|Caicedonia|Urbana|2005||0|1|1|0|1
Colombia|Chocó|Riosucio|Rural|1996||0|1|1|0|0
Colombia|Bolívar|Simití|Rural|1998||0|1|1|0|0
Colombia|Chocó|Riosucio|Rural|1997||0|3|500|0|0
Colombia|Chocó|Riosucio|Rural|1997||0|1|4|0|0
Colombia|Antioquia|Mutatá|Rural|1997||0|1|1|0|0
Colombia|Chocó|Riosucio|Rural|2002||0|1|1|1|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Rural|2005||1|3|3|0|0
Colombia|Cesar|El Copey|Rural|1998||0|1|1|0|0
Colombia|Magdalena|Algarrobo|Rural|2000||0|1|1|2|0
Colombia|Magdalena|Santa Marta|Urbana|2013||0|1|1|1|1
Colombia|Magdalena|Santa Marta|Urbana|2013||0|1|1|4|1
Colombia|Norte De Santander|Ocaña|Rural|1999||0|1|1|0|0
Colombia|Antioquia|Medellín|Rural|1996||0|4|4|0|0
Colombia|Valle Del Cauca|Tuluá|Rural|2003||0|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|1997||0|1|1|1|1
Colombia|Norte De Santander|Sardinata|Rural|1997||0|1|1|0|0
Colombia|Norte De Santander|Sardinata|Rural|1997||0|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|1996|1998.0|0|3|3|1|1
Colombia|Norte De Santander|Sardinata|Rural|1999||0|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|1998||0|1|1|1|1
Colombia|Norte De Santander|Sardinata|Rural|1999||0|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|1998||0|2|2|0|1
Colombia|Norte De Santander|Toledo|Rural|1998||0|1|1|0|0
Colombia|Valle Del Cauca|Buenaventura|Rural|2014||0|1|4|0|0
Colombia|Valle Del Cauca|Buenaventura|Urbana|2012||0|1|1|0|1
Colombia|Valle Del Cauca|Buenaventura|Urbana|2016|2017.0|0|1|1|0|1
Colombia|Norte De Santander|Tibú|Rural|1998||0|1|1|1|0
Colombia|Santander|Barrancabermeja|Urbana|2016|2018.0|0|1|1|1|1
Colombia|Santander|Sabana De Torres|Rural|2001||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Rural|2002||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|1989||0|1|1|0|1
Ecuador|Sin Especificar|Sucumbíos|Rural|2008||0|1|25|8|0
Colombia|Antioquia|Medellín|Urbana|1995||0|3|3|0|1
Ecuador|Sin Especificar|Sucumbíos|Rural|2008||0|1|25|0|0
Colombia|Quindio|Armenia|Urbana|2003||0|1|1|0|1
Colombia|Antioquia|Necoclí|Rural|1995|1995.0|1|1|12|0|0
Colombia|Caquetá|La Montañita|Urbana|2001||0|1|1|0|1
Colombia|Caquetá|Milán|Rural|2007||0|1|1|0|0
Colombia|Antioquia|Necoclí|Rural|1995||0|10|10|0|0
Colombia|Valle Del Cauca|Buenaventura|Rural|2003||0|1|20|0|0
Colombia|Caquetá|San Vicente Del Caguán|Rural|2015||0|1|1|0|0
Colombia|Risaralda|Pereira|Urbana|2012||1|1|1|0|1
Colombia|Valle Del Cauca|Zarzal|Urbana|2003||0|1|1|0|1
Colombia|Antioquia|Medellín|Urbana|2013||0|1|1|0|1
Colombia|Risaralda|Pereira|Urbana|2011||0|1|1|1|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2015||0|1|1|0|1
Colombia|Valle Del Cauca|Dagua|Rural|1993||0|1|1|0|0
Colombia|Putumayo|Santiago|Rural|1999||0|1|1|1|0
Colombia|Putumayo|Santiago|Rural|1999||0|1|1|1|0
Colombia|Santander|Barrancabermeja|Urbana|2000||0|1|5|1|1
Colombia|Bolívar|Arjona|Rural|2011||0|1|1|0|0
Colombia|Putumayo|Santiago|Rural|2002||0|2|9|0|0
Colombia|Casanare|San Luis De Palenque|Urbana|2001|2003.0|0|1|6|1|1
Colombia|Valle Del Cauca|Dagua|Rural|1993||0|3|4|0|0
Colombia|Antioquia|Apartadó|Rural|1997||0|7|7|0|0
Colombia|Cauca|Timbío|Rural|2000||0|1|1|2|0
Colombia|Putumayo|Villagarzón|Rural|2002||0|1|5|2|0
Colombia|Antioquia|Apartadó|Rural|1995||0|8|8|0|0
Colombia|Cauca|Timbío|Rural|1999|2005.0|0|1|1|0|0
Colombia|Putumayo|Villagarzón|Rural|2008||0|1|5|0|0
Colombia|Valle Del Cauca|Roldanillo|Rural|2001||0|1|1|0|0
Colombia|Cauca|Timbío|Rural|2005||0|2|2|0|0
Colombia|Cauca|Piamonte|Urbana|2006||0|1|1|0|1
Colombia|Valle Del Cauca|Cali|Urbana|2006||0|1|1|0|1
Colombia|Tolima|Ibagué|Urbana|2009||0|1|1|0|1
Colombia|Valle Del Cauca|Cali|Urbana|2016||0|1|1|0|1
Colombia|Cauca|Timbío|Rural|1995||0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2017||0|1|1|3|1
Colombia|Valle Del Cauca|Cali|Rural|2017||0|1|1|3|0
Colombia|Antioquia|Medellín|Urbana|2002||0|1|2|0|1
Colombia|Antioquia|Apartadó|Urbana|1997||0|1|1|0|1
Colombia|Valle Del Cauca|Cali|Urbana|2018||0|4|4|3|1
Colombia|Cauca|Timbío|Rural|2001||0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2018|2018.0|0|2|4|3|1
Colombia|Antioquia|Urrao|Rural|1997|1998.0|0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2018||0|1|1|0|1
Colombia|Antioquia|Medellín|Urbana|2005|2005.0|0|1|1|0|1
Colombia|Valle Del Cauca|Cali|Urbana|2018||0|5|18|3|1
Ecuador|Sin Especificar|Quito|Urbana|2018||0|1|1|1|1
Colombia|Valle Del Cauca|Bugalagrande|Urbana|1981|1984.0|0|3|3|0|1
Colombia|Valle Del Cauca|Palmira|Urbana|1978|1981.0|0|3|3|0|1
Colombia|Antioquia|Medellín|Urbana|2005||0|5|5|0|1
Colombia|Sucre|Ovejas|Rural|2019||0|1|1|0|0
Colombia|Antioquia|Apartadó|Rural|1999||0|1|1|0|0
Colombia|Antioquia|Dabeiba|Rural|1997||0|2|2|0|0
Colombia|Antioquia|Dabeiba|Rural|1997||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2005||0|15|15|0|1
Colombia|Valle Del Cauca|Cali|Urbana|1999|1999.0|0|1|4|0|1
Colombia|Caquetá|Cartagena Del Chairá|Rural|1995||1|1|1|0|0
Colombia|Caquetá|Curillo|Rural|1997|2000.0|0|1|1|0|0
Colombia|Valle Del Cauca|Dagua|Rural|2001||0|1|1|0|0
Colombia|Valle Del Cauca|Bugalagrande|Rural|2000||0|1|1|0|0
Colombia|Caquetá|Curillo|Rural|1998||0|1|1|0|0
Colombia|Valle Del Cauca|Dagua|Rural|2001||0|1|1|0|0
Colombia|Chocó|Riosucio|Rural|2008||1|1|6|0|0
Colombia|Caquetá|Curillo|Rural|2000||0|1|1|0|0
Colombia|Valle Del Cauca|Bugalagrande|Rural|2001|2001.0|0|1|1|2|0
Colombia|Caquetá|Curillo|Rural|2000||0|1|1|0|0
Colombia|Santander|Barrancabermeja|Urbana|2004||0|1|1|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2005||0|1|1|0|1
Colombia|Antioquia|San Pedro De Urabá|Rural|1991||0|1|1|0|0
Colombia|Nariño|San Andrés De Tumaco|Urbana|2007||0|1|6|0|1
Colombia|Valle Del Cauca|Dagua|Rural|2002||0|1|4|0|0
Colombia|Valle Del Cauca|Bugalagrande|Rural|2001||0|1|1|1|0
Colombia|Valle Del Cauca|Bugalagrande|Rural|2001||0|1|4|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1994|1994.0|0|1|4|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2017||0|1|2|0|0
Colombia|Caquetá|Valparaíso|Rural|2002||0|2|2|0|0
Colombia|Antioquia|Chigorodó|Rural|1999|1999.0|0|2|2|0|0
Colombia|Caquetá|Valparaíso|Rural|2003||0|3|3|0|0
Colombia|Antioquia|Chigorodó|Urbana|1994||0|1|1|0|1
Colombia|Antioquia|Urrao|Rural|1997||0|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|1998||0|2|2|0|1
Colombia|Valle Del Cauca|Buenaventura|Rural|2001|2003.0|0|1|1|0|0
Colombia|Caquetá|Valparaíso|Rural|2005||0|1|1|0|0
Colombia|Antioquia|Apartadó|Urbana|1997||0|6|6|0|1
Colombia|Antioquia|Urrao|Urbana|1996||0|3|9|1|1
Colombia|Valle Del Cauca|Buenaventura|Rural|2018||0|1|1|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1996|1998.0|0|2|5|0|0
Colombia|Antioquia|Medellín|Urbana|2002||0|1|1|0|1
Colombia|Antioquia|Apartadó|Urbana|1997||0|6|6|0|1
Colombia|Antioquia|Medellín|Urbana|2000||0|1|1|0|1
Colombia|Putumayo|Orito|Rural|1997||0|1|1|1|0
Colombia|Antioquia|Medellín|Urbana|2000||0|6|6|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2005||0|5|5|0|1
Colombia|Putumayo|Orito|Rural|1997||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|1968|1968.0|0|1|6|0|1
Colombia|Putumayo|Orito|Rural|1998||0|1|5|1|0
Colombia|Valle Del Cauca|Cali|Urbana|2011||0|1|1|1|1
Colombia|Valle Del Cauca|Palmira|Rural|2005||0|3|7|0|0
Colombia|Valle Del Cauca|Yumbo|Urbana|2011||0|1|1|1|1
Colombia|Valle Del Cauca|Palmira|Rural|2004||0|1|1|0|0
Ecuador|Sin Especificar|Quito|Urbana|2015||0|1|5|1|1
Colombia|Antioquia|San Pedro De Urabá|Rural|2011|2012.0|0|1|5|0|0
Colombia|Valle Del Cauca|Palmira|Rural|2005||0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2005||0|1|1|0|1
Colombia|Valle Del Cauca|Palmira|Rural|1980|2005.0|0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2006||0|1|1|0|1
Colombia|Guaviare|Miraflores|Rural|2001||1|2|3|1|0
Colombia|Antioquia|Medellín|Urbana|1998||1|1|1|0|1
Colombia|Antioquia|San Pedro De Urabá|Rural|1995|1998.0|0|6|6|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2018||0|1|5|0|1
Colombia|Guaviare|Miraflores|Rural|2010||0|2|3|0|0
Colombia|Casanare|San Luis De Palenque|Rural|2005||0|1|1|0|0
Colombia|Guaviare|Miraflores|Rural|1999||0|4|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Sin Especificar|1984||0|0|1|0|1
Colombia|Valle Del Cauca|Buenaventura|Rural|2001||0|1|1|0|0
Colombia|Cauca|Santander De Quilichao|Rural|2010||0|1|2|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1995|1998.0|0|1|7|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1992||0|1|1|0|0
Colombia|Cauca|Santander De Quilichao|Rural|2011||0|1|6|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1991||0|1|1|0|0
Colombia|Casanare|Maní|Urbana|1997|1998.0|0|1|1|1|1
Ecuador|Sin Especificar|Cuenca|Rural|2013||0|1|6|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1991||0|1|1|0|0
Colombia|Antioquia|Ituango|Rural|1991||0|1|1|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1991||0|1|1|0|0
Colombia|Casanare|Maní|Rural|1998||0|1|3|0|0
Colombia|Antioquia|Turbo|Rural|1993||0|1|1|0|0
Colombia|Santander|Bucaramanga|Urbana|2002|2007.0|1|1|1|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|1985|1997.0|0|3|5|0|1
Colombia|Cauca|Santander De Quilichao|Urbana|1995||0|1|2|1|1
Colombia|Cauca|Santander De Quilichao|Urbana|1998||0|2|2|0|1
Colombia|Cauca|Popayán|Urbana|2004||0|2|2|0|1
Colombia|Antioquia|Apartadó|Rural|1995||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2018||0|1|1|0|1
Colombia|Nariño|San Andrés De Tumaco|Rural|2003||0|1|1|0|0
Colombia|Antioquia|Apartadó|Rural|1996||0|2|2|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2008||0|1|1|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2009||0|1|1|0|0
Colombia|Antioquia|Dabeiba|Rural|1997||0|1|1|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2009|2018.0|0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2009||0|1|1|0|1
Colombia|Caquetá|El Paujíl|Rural|1982||0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2018||0|1|1|0|1
Colombia|Valle Del Cauca|Florida|Urbana|2018||0|1|1|0|1
Colombia|Caquetá|La Montañita|Rural|1992|2003.0|0|1|1|1|0
Colombia|Caquetá|La Montañita|Rural|2002|2003.0|0|1|1|0|0
Colombia|Guaviare|Miraflores|Rural|2006||0|1|1|0|0
Colombia|Caquetá|Valparaíso|Rural|2002||0|2|4|0|0
Colombia|Valle Del Cauca|Cali|Rural|1992||0|1|3|0|0
Colombia|Norte De Santander|San José De Cúcuta|Rural|2018|2019.0|0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Rural|1990||0|1|1|0|0
Colombia|Huila|Gigante|Rural|2007||0|1|1|0|0
Colombia|Cesar|Astrea|Rural|2000||0|6|6|1|0
Colombia|Guaviare|Miraflores|Rural|2005||1|1|2|0|0
Colombia|Huila|Pitalito|Rural|2007||0|2|2|1|0
Colombia|Meta|Mapiripán|Rural|1981|1992.0|0|1|7|2|0
Colombia|Caquetá|El Paujíl|Rural|2008||0|1|1|0|0
Colombia|Putumayo|Santiago|Rural|1999||1|2|2|0|0
Colombia|Caquetá|La Montañita|Rural|2011||1|2|2|0|0
Colombia|Antioquia|Necoclí|Rural|1994|1995.0|1|1|1|1|0
Colombia|Caquetá|Florencia|Rural|2012||0|1|1|0|0
Colombia|Chocó|Medio Atrato|Rural|2002||0|1|1|0|0
Colombia|Guaviare|Miraflores|Rural|1979||0|1|1|0|0
Colombia|Valle Del Cauca|Buenaventura|Rural|2017||0|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|2000||0|3|3|0|1
Ecuador|Sin Especificar|Lago Agrio|Urbana|2014||0|1|3|1|1
Colombia|Antioquia|Medellín|Rural|2001||0|1|1|0|0
Colombia|Cauca|Corinto|Rural|2008|2015.0|0|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|2007|2008.0|0|1|1|1|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2008||0|7|7|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2013|2016.0|0|3|15|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Rural|1993|2001.0|0|1|4|0|0
Colombia|Chocó|Carmen Del Darién|Rural|1997|1999.0|1|3|15|1|0
Colombia|Putumayo|Mocoa|Rural|2004||1|1|1|0|0
Colombia|Antioquia|Apartadó|Rural|1995||0|6|6|1|0
Colombia|Antioquia|Medellín|Urbana|1987||0|1|10|0|1
Colombia|Putumayo|Mocoa|Rural|2004||0|1|1|1|0
Colombia|Boyacá|Puerto Boyacá|Rural|1986||0|1|1|1|0
Colombia|Antioquia|Medellín|Urbana|2002||0|1|1|2|1
Ecuador|Sin Especificar|Quito|Rural|2004||0|1|6|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1985||0|1|1|0|0
Colombia|Antioquia|Apartadó|Rural|1991||0|1|1|0|0
Colombia|Antioquia|Apartadó|Rural|1991||0|1|19|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2010||0|1|1|0|0
Colombia|Antioquia|Chigorodó|Urbana|1991||0|1|1|0|1
Colombia|Antioquia|San Pedro De Urabá|Rural|1994||0|3|3|0|0
Colombia|Antioquia|Chigorodó|Urbana|1995||0|1|1|0|1
Colombia|Nariño|San Andrés De Tumaco|Urbana|2007||0|1|1|1|1
Colombia|Antioquia|Mutatá|Rural|2010||0|2|3|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2000||0|4|6|0|0
Colombia|Antioquia|Turbo|Rural|1988|1989.0|0|2|1|0|0
Colombia|Antioquia|Apartadó|Rural|1995||0|1|1|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|2001||0|1|37|1|0
Colombia|Santander|Barrancabermeja|Urbana|1989||0|2|2|0|1
Colombia|Antioquia|Apartadó|Rural|1995||0|9|9|0|0
Colombia|Antioquia|Apartadó|Rural|1996||0|7|7|0|0
Colombia|Antioquia|Dabeiba|Rural|1997||0|1|1|1|0
Colombia|Antioquia|Dabeiba|Rural|1997||0|1|1|0|0
Colombia|Antioquia|Dabeiba|Rural|1997||1|2|2|0|0
Colombia|Antioquia|Dabeiba|Rural|1997||0|1|1|1|0
Colombia|Antioquia|Dabeiba|Rural|1997|1997.0|0|4|4|0|0
Colombia|Antioquia|Dabeiba|Rural|1997||0|1|1|0|0
Colombia|Antioquia|Apartadó|Rural|1999||0|1|1|0|0
Colombia|Antioquia|Apartadó|Rural|1999||0|1|1|0|0
