pais_hecho|departamento_hecho|anio_fin|hechos_continuan|victimas_identificadas|victimas_total|responsables_identificados|cluster
Colombia|Cauca|2018|0|3|1|0|0
Colombia|Cauca|2006|0|3|1|1|0
Colombia|Cauca|2009|0|1|1|0|0
Colombia|Cauca|2000|0|1|1|0|0
Colombia|Cauca|2020|0|1|1|0|0
Colombia|Cauca|1975|0|1|2|0|0
Colombia|Cauca|2007|0|1|1|1|0
Colombia|Cauca|2012|0|1|1|0|0
Colombia|Cauca|2005|0|1|1|0|0
Colombia|Cauca|2015|0|3|1|0|0
Colombia|Cauca|2016|0|3|1|1|0
Colombia|Cauca|2007|0|1|1|0|0
Colombia|Cauca|2012|0|1|1|0|0
Colombia|Cauca|2009|0|1|1|0|0
Colombia|Cauca|1993|0|1|2|0|0
Colombia|Cauca|2005|0|1|1|1|0
Colombia|Cauca|2018|0|1|1|0|0
Colombia|Cauca|2018|0|1|1|0|0
Colombia|Cauca|2014|0|3|1|0|0
Colombia|Cauca|2005|0|3|1|1|0
Colombia|Cauca|1948|0|1|1|0|0
Colombia|Cauca|1996|0|1|1|0|0
Colombia|Cauca|2008|0|1|1|0|0
Colombia|Cauca|1987|0|1|2|0|0
Colombia|Cauca|1986|0|1|1|1|0
Colombia|Cauca|2020|0|1|1|0|0
Colombia|Cauca|1972|0|1|1|0|0
Colombia|Cauca|1957|0|3|1|0|0
Colombia|Cauca|1959|0|3|1|1|0
Colombia|Cauca|2005|0|1|1|0|0
Colombia|Cauca|1977|0|1|1|0|0
Colombia|Cesar|1985|0|1|1|0|0
Colombia|Cesar|2014|0|1|2|0|0
Colombia|Cesar|1998|0|1|1|1|0
Colombia|Cesar|2001|0|1|1|0|0
Colombia|Cesar|2017|0|1|1|0|0
Colombia|Cesar|1995|0|3|1|0|0
Colombia|Cesar|2007|0|3|1|1|0
Colombia|Cesar|1985|0|1|1|0|0
Colombia|Cesar|1997|0|1|1|0|0
Colombia|Cesar|1957|0|1|1|0|0
Colombia|Cesar|2009|0|1|2|0|0
Colombia|Cesar|1954|0|1|1|1|0
Colombia|Cesar|2004|0|1|1|0|0
Colombia|Cesar|2019|0|1|1|0|0
Colombia|Cesar|1985|0|3|1|0|0
Colombia|Cesar|1960|0|3|1|1|0
Colombia|Cesar|1965|0|1|1|0|0
Colombia|Cesar|1983|0|1|1|0|0
Colombia|Cesar|1977|0|1|1|0|0
Colombia|Cesar|1980|0|1|2|0|0
Colombia|Cesar|2020|0|1|1|1|0
Colombia|Cesar|2018|0|1|1|0|0
Colombia|Cesar|2018|0|1|1|0|0
Colombia|Cesar|2019|0|3|1|0|0
Colombia|Cesar|1976|0|3|1|1|0
Colombia|Cesar|1996|0|1|1|0|0
Colombia|ChocÃ³|1993|0|1|1|0|0
Colombia|ChocÃ³|1996|0|1|1|0|0
Colombia|ChocÃ³|2003|0|1|2|0|0
Colombia|ChocÃ³|2011|0|1|1|1|0
Colombia|ChocÃ³|1984|0|1|1|0|0
Colombia|ChocÃ³|1978|0|1|1|0|0
Colombia|ChocÃ³|1967|0|3|1|0|0
Colombia|ChocÃ³|1980|0|3|1|1|0
Colombia|ChocÃ³|1977|0|1|1|0|0
Colombia|ChocÃ³|1997|0|1|1|0|0
Colombia|ChocÃ³|2008|0|1|1|0|0
Colombia|ChocÃ³|1982|0|1|2|0|0
Colombia|ChocÃ³|1965|0|1|1|1|0
Colombia|ChocÃ³|2018|0|1|1|0|0
Colombia|ChocÃ³|2011|0|1|1|0|0
Colombia|ChocÃ³|2011|0|3|1|0|0
Colombia|ChocÃ³|2011|0|3|1|1|0
Colombia|ChocÃ³|1964|0|1|1|0|0
Colombia|ChocÃ³|2015|0|1|1|0|0
Colombia|ChocÃ³|1979|0|1|1|0|0
Colombia|ChocÃ³|2020|0|1|2|0|0
Colombia|ChocÃ³|1985|0|1|1|1|0
Colombia|ChocÃ³|1998|0|1|1|0|0
Colombia|ChocÃ³|1994|0|1|1|0|0
Colombia|ChocÃ³|1990|0|3|1|0|0
Colombia|ChocÃ³|2016|0|3|1|1|0
Colombia|ChocÃ³|2013|0|1|1|0|0
Colombia|Cundinamarca|2007|0|1|1|0|0
Colombia|Cundinamarca|1967|0|1|1|0|0
Colombia|Cundinamarca|2004|0|1|2|0|0
Colombia|Cundinamarca|2007|0|1|1|1|0
Colombia|Cundinamarca|1993|0|1|1|0|0
Colombia|Cundinamarca|2020|0|1|1|0|0
Colombia|Cundinamarca|2000|0|3|1|0|0
Colombia|Cundinamarca|2013|0|3|1|1|0
Colombia|Cundinamarca|2017|0|1|1|0|0
Colombia|Cundinamarca|2007|0|1|1|0|0
Colombia|Cundinamarca|2020|0|1|1|0|0
Colombia|Cundinamarca|2008|0|1|2|0|0
Colombia|Cundinamarca|2020|0|1|1|1|0
Colombia|Cundinamarca|2017|0|1|1|0|0
Colombia|Cundinamarca|1967|0|1|1|0|0
Colombia|Cundinamarca|2016|0|3|1|0|0
Colombia|Cundinamarca|1970|0|3|1|1|0
Colombia|Cundinamarca|2005|0|1|1|0|0
Colombia|Cundinamarca|2005|0|1|1|0|0
Colombia|Cundinamarca|2013|0|1|1|0|0
Colombia|Cundinamarca|2003|0|1|2|0|0
Colombia|Cundinamarca|2003|0|1|1|1|0
Colombia|Cundinamarca|2009|0|1|1|0|0
Colombia|Cundinamarca|2020|0|1|1|0|0
Colombia|Cundinamarca|1981|0|3|1|0|0
Colombia|Cundinamarca|1970|0|3|1|1|0
Colombia|Cundinamarca|2012|0|1|1|0|0
Colombia|Cundinamarca|2019|0|1|1|0|0
Colombia|Cundinamarca|2020|0|1|1|0|0
Colombia|Cundinamarca|2010|0|1|2|0|0
Colombia|Cundinamarca|1984|0|1|1|1|0
Colombia|Cundinamarca|2015|0|1|1|0|0
Colombia|Cundinamarca|1954|0|1|1|0|0
Colombia|Cundinamarca|1994|0|3|1|0|0
Colombia|Cundinamarca|1996|0|3|1|1|0
Colombia|Cundinamarca|2004|0|1|1|0|0
Colombia|Cundinamarca|2018|0|1|1|0|0
Colombia|Cundinamarca|1973|0|1|1|0|0
Colombia|Cundinamarca|1999|0|1|2|0|0
Colombia|Cundinamarca|2008|0|1|1|1|0
Colombia|Cundinamarca|2011|0|1|1|0|0
Colombia|Cundinamarca|2008|0|1|1|0|0
Colombia|Cundinamarca|1962|0|3|1|0|0
Colombia|Cundinamarca|1995|0|3|1|1|0
Colombia|Cundinamarca|2020|0|1|1|0|0
Colombia|CÃ³rdoba|2011|0|1|1|0|0
Colombia|CÃ³rdoba|2013|0|1|1|0|0
Colombia|CÃ³rdoba|1976|0|1|2|0|0
Colombia|CÃ³rdoba|1983|0|1|1|1|0
Colombia|CÃ³rdoba|2017|0|1|1|0|0
Colombia|CÃ³rdoba|1997|0|1|1|0|0
Colombia|CÃ³rdoba|2020|0|3|1|0|0
Colombia|CÃ³rdoba|2006|0|3|1|1|0
Colombia|CÃ³rdoba|1994|0|1|1|0|0
Colombia|CÃ³rdoba|2020|0|1|1|0|0
Colombia|CÃ³rdoba|2007|0|1|1|0|0
Colombia|CÃ³rdoba|2014|0|1|2|0|0
Colombia|CÃ³rdoba|1968|0|1|1|1|0
Colombia|CÃ³rdoba|1990|0|1|1|0|0
Colombia|CÃ³rdoba|2007|0|1|1|0|0
Colombia|CÃ³rdoba|2016|0|3|1|0|0
Colombia|CÃ³rdoba|1984|0|3|1|1|0
Colombia|CÃ³rdoba|1996|0|1|1|0|0
Colombia|CÃ³rdoba|2004|0|1|1|0|0
Colombia|GuainÃ­a|2012|0|1|1|0|0
Colombia|GuainÃ­a|2019|0|1|2|0|0
Colombia|GuainÃ­a|1968|0|1|1|1|0
Colombia|GuainÃ­a|2003|0|1|1|0|0
Colombia|GuainÃ­a|1993|0|1|1|0|0
Colombia|Guaviare|1983|0|3|1|0|0
Colombia|Guaviare|2008|0|3|1|1|0
Colombia|Guaviare|2019|0|1|1|0|0
Colombia|Guaviare|2012|0|1|1|0|0
Colombia|Guaviare|1978|0|1|1|0|0
Colombia|Huila|1995|0|1|2|0|0
Colombia|Huila|2017|0|1|1|1|0
Colombia|Huila|2015|0|1|1|0|0
Colombia|Huila|2016|0|1|1|0|0
Colombia|Huila|1991|0|3|1|0|0
Colombia|Huila|2010|0|3|1|1|0
Colombia|Huila|1960|0|1|1|0|0
Colombia|Huila|1981|0|1|1|0|0
Colombia|Huila|2007|0|1|1|0|0
Colombia|Huila|2013|0|1|2|0|0
Colombia|Huila|2020|0|1|1|1|0
Colombia|Huila|2011|0|1|1|0|0
Colombia|Huila|2007|0|1|1|0|0
Colombia|Huila|2005|0|3|1|0|0
Colombia|Huila|1990|0|3|1|1|0
Colombia|Huila|2004|0|1|1|0|0
Colombia|Huila|2013|0|1|1|0|0
Colombia|Huila|2005|0|1|1|0|0
Colombia|Huila|2013|0|1|2|0|0
Colombia|Huila|1991|0|1|1|1|0
Colombia|Huila|2008|0|1|1|0|0
Colombia|Huila|2020|0|1|1|0|0
Colombia|Huila|2000|0|3|1|0|0
Colombia|Huila|2009|0|3|1|1|0
Colombia|Huila|1999|0|1|1|0|0
Colombia|Huila|2003|0|1|1|0|0
Colombia|Huila|1955|0|1|1|0|0
Colombia|Huila|1980|0|1|2|0|0
Colombia|Huila|2019|0|1|1|1|0
Colombia|Huila|1991|0|1|1|0|0
Colombia|Huila|2020|0|1|1|0|0
Colombia|Huila|2009|0|3|1|0|0
Colombia|Huila|2016|0|3|1|1|0
Colombia|Huila|2020|0|1|1|0|0
Colombia|Huila|1986|0|1|1|0|0
Colombia|La Guajira|1990|0|1|1|0|0
Colombia|La Guajira|2014|0|1|2|0|0
Colombia|La Guajira|2018|0|1|1|1|0
Colombia|La Guajira|2010|0|1|1|0|0
Colombia|La Guajira|2018|0|1|1|0|0
Colombia|La Guajira|2005|0|3|1|0|0
Colombia|La Guajira|1999|0|3|1|1|0
Colombia|La Guajira|1962|0|1|1|0|0
Colombia|La Guajira|1999|0|1|1|0|0
Colombia|La Guajira|2007|0|1|1|0|0
Colombia|La Guajira|1994|0|1|2|0|0
Colombia|La Guajira|2020|0|1|1|1|0
Colombia|La Guajira|2013|0|1|1|0|0
Colombia|La Guajira|1980|0|1|1|0|0
Colombia|La Guajira|2014|0|3|1|0|0
Colombia|Magdalena|2008|0|3|1|1|0
Colombia|Magdalena|2016|0|1|1|0|0
Colombia|Magdalena|1996|0|1|1|0|0
Colombia|Magdalena|2013|0|1|1|0|0
Colombia|Magdalena|2008|0|1|2|0|0
Colombia|Magdalena|2010|0|1|1|1|0
Colombia|Magdalena|2009|0|1|1|0|0
Colombia|Magdalena|2005|0|1|1|0|0
Colombia|Magdalena|1996|0|3|1|0|0
Colombia|Magdalena|2018|0|3|1|1|0
Colombia|Magdalena|1957|0|1|1|0|0
Colombia|Magdalena|1982|0|1|1|0|0
Colombia|Magdalena|2004|0|1|1|0|0
Colombia|Magdalena|2003|0|1|2|0|0
Colombia|Magdalena|2020|0|1|1|1|0
Colombia|Magdalena|1962|0|1|1|0|0
Colombia|Magdalena|1977|0|1|1|0|0
Colombia|Magdalena|2002|0|3|1|0|0
Colombia|Magdalena|2001|0|3|1|1|0
Colombia|Magdalena|2015|0|1|1|0|0
Colombia|Magdalena|1977|0|1|1|0|0
Colombia|Magdalena|2012|0|1|1|0|0
Colombia|Meta|2016|0|1|2|0|0
Colombia|Meta|1970|0|1|1|1|0
Colombia|Meta|1985|0|1|1|0|0
Colombia|Meta|1998|0|1|1|0|0
Colombia|Meta|1985|0|3|1|0|0
Colombia|Meta|2015|0|3|1|1|0
Colombia|Meta|1990|0|1|1|0|0
Colombia|Meta|2000|0|1|1|0|0
Colombia|Meta|2012|0|1|1|0|0
Colombia|Meta|2009|0|1|2|0|0
Colombia|Meta|1993|0|1|1|1|0
Colombia|Meta|1991|0|1|1|0|0
Colombia|Meta|2014|0|1|1|0|0
Colombia|Meta|1991|0|3|1|0|0
Colombia|Meta|1987|0|3|1|1|0
Colombia|Meta|2012|0|1|1|0|0
Colombia|Meta|1996|0|1|1|0|0
Colombia|Meta|2020|0|1|1|0|0
Colombia|Meta|2005|0|1|2|0|0
Colombia|Meta|2010|0|1|1|1|0
Colombia|Meta|1956|0|1|1|0|0
Colombia|Meta|1973|0|1|1|0|0
Colombia|Meta|2003|0|3|1|0|0
Colombia|Meta|2002|0|3|1|1|0
Colombia|Meta|2014|0|1|1|0|0
Colombia|Meta|1990|0|1|1|0|0
Colombia|Meta|2010|0|1|1|0|0
Colombia|Meta|2018|0|1|2|0|0
Colombia|NariÃ±o|1999|0|1|1|1|0
Colombia|NariÃ±o|1971|0|1|1|0|0
Colombia|NariÃ±o|2018|0|1|1|0|0
Colombia|NariÃ±o|2014|0|3|1|0|0
Colombia|NariÃ±o|1981|0|3|1|1|0
Colombia|NariÃ±o|2019|0|1|1|0|0
Colombia|NariÃ±o|2006|0|1|1|0|0
Colombia|NariÃ±o|2001|0|1|1|0|0
Colombia|NariÃ±o|2017|0|1|2|0|0
Colombia|NariÃ±o|2018|0|1|1|1|0
Colombia|NariÃ±o|2017|0|1|1|0|0
Colombia|NariÃ±o|2011|0|1|1|0|0
Colombia|NariÃ±o|2014|0|3|1|0|0
Colombia|NariÃ±o|2005|0|3|1|1|0
Colombia|NariÃ±o|2017|0|1|1|0|0
Colombia|NariÃ±o|2002|0|1|1|0|0
Colombia|NariÃ±o|2018|0|1|1|0|0
Colombia|NariÃ±o|2014|0|1|2|0|0
Colombia|NariÃ±o|2002|0|1|1|1|0
Colombia|NariÃ±o|2019|0|1|1|0|0
Colombia|NariÃ±o|2010|0|1|1|0|0
Colombia|NariÃ±o|2012|0|3|1|0|0
Colombia|NariÃ±o|2011|0|3|1|1|0
Colombia|NariÃ±o|1988|0|1|1|0|0
Colombia|NariÃ±o|1974|0|1|1|0|0
Colombia|NariÃ±o|2014|0|1|1|0|0
Colombia|NariÃ±o|1974|0|1|2|0|0
Colombia|NariÃ±o|2020|0|1|1|1|0
Colombia|NariÃ±o|2020|0|1|1|0|0
Colombia|NariÃ±o|2017|0|1|1|0|0
Colombia|NariÃ±o|2007|0|3|1|0|0
Colombia|NariÃ±o|1976|0|3|1|1|0
Colombia|NariÃ±o|2012|0|1|1|0|0
Colombia|NariÃ±o|1970|0|1|1|0|0
Colombia|NariÃ±o|1961|0|1|1|0|0
Colombia|NariÃ±o|2018|0|1|2|0|0
Colombia|NariÃ±o|1965|0|1|1|1|0
Colombia|NariÃ±o|2002|0|1|1|0|0
Colombia|NariÃ±o|2016|0|1|1|0|0
Colombia|NariÃ±o|1963|0|3|1|0|0
Colombia|NariÃ±o|1990|0|3|1|1|0
Colombia|NariÃ±o|1989|0|1|1|0|0
Colombia|NariÃ±o|1972|0|1|1|0|0
Colombia|NariÃ±o|2012|0|1|1|0|0
Colombia|NariÃ±o|1991|0|1|2|0|0
Colombia|NariÃ±o|1997|0|1|1|1|0
Colombia|Norte De Santander|2017|0|1|1|0|0
Colombia|Norte De Santander|2020|0|1|1|0|0
Colombia|Norte De Santander|2018|0|3|1|0|0
Colombia|Norte De Santander|2013|0|3|1|1|0
Colombia|Norte De Santander|1979|0|1|1|0|0
Colombia|Norte De Santander|1970|0|1|1|0|0
Colombia|Norte De Santander|1980|0|1|1|0|0
Colombia|Norte De Santander|2015|0|1|2|0|0
Colombia|Norte De Santander|2017|0|1|1|1|0
Colombia|Norte De Santander|2011|0|1|1|0|0
Colombia|Norte De Santander|2013|0|1|1|0|0
Colombia|Norte De Santander|1990|0|3|1|0|0
Colombia|Norte De Santander|1959|0|3|1|1|0
Colombia|Norte De Santander|1984|0|1|1|0|0
Colombia|Norte De Santander|2003|0|1|1|0|0
Colombia|Norte De Santander|2013|0|1|1|0|0
Colombia|Norte De Santander|2008|0|1|2|0|0
Colombia|Norte De Santander|2005|0|1|1|1|0
Colombia|Norte De Santander|1995|0|1|1|0|0
Colombia|Norte De Santander|2011|0|1|1|0|0
Colombia|Norte De Santander|1997|0|3|1|0|0
Colombia|Norte De Santander|2012|0|3|1|1|0
Colombia|Norte De Santander|2004|0|1|1|0|0
Colombia|Norte De Santander|2015|0|1|1|0|0
Colombia|Norte De Santander|1955|0|1|1|0|0
Colombia|Norte De Santander|1984|0|1|2|0|0
Colombia|Norte De Santander|2013|0|1|1|1|0
Colombia|Norte De Santander|1969|0|1|1|0|0
Colombia|Norte De Santander|2019|0|1|1|0|0
Colombia|Putumayo|2010|0|3|1|0|0
Colombia|Putumayo|2007|0|3|1|1|0
Colombia|Putumayo|1971|0|1|1|0|0
Colombia|Putumayo|2008|0|1|1|0|0
Colombia|Putumayo|1971|0|1|1|0|0
Colombia|Putumayo|2013|0|1|2|0|0
Colombia|Putumayo|2012|0|1|1|1|0
Colombia|Putumayo|2012|0|1|1|0|0
Colombia|Putumayo|1994|0|1|1|0|0
Colombia|Putumayo|1974|0|3|1|0|0
Colombia|Putumayo|2018|0|3|1|1|0
Colombia|Putumayo|1994|0|1|1|0|0
Colombia|Putumayo|1984|0|1|1|0|0
Colombia|Putumayo|2015|0|1|1|0|0
Colombia|Quindio|1990|0|1|2|0|0
Colombia|Quindio|1994|0|1|1|1|0
Colombia|Quindio|1954|0|1|1|0|0
Colombia|Quindio|2001|0|1|1|0|0
Colombia|Quindio|2011|0|3|1|0|0
Colombia|Quindio|1969|0|3|1|1|0
Colombia|Quindio|1963|0|1|1|0|0
Colombia|Quindio|1979|0|1|1|0|0
Colombia|Risaralda|1999|0|1|1|0|0
Colombia|Risaralda|2001|0|1|2|0|0
Colombia|Risaralda|1982|0|1|1|1|0
Colombia|Risaralda|1980|0|1|1|0|0
Colombia|Risaralda|1971|0|1|1|0|0
Colombia|Risaralda|2010|0|3|1|0|0
Colombia|Risaralda|1956|0|3|1|1|0
Colombia|Risaralda|2004|0|1|1|0|0
Colombia|Risaralda|2015|0|1|1|0|0
Colombia|Risaralda|2020|0|1|1|0|0
Colombia|Risaralda|1964|0|1|2|0|0
Colombia|Risaralda|1952|0|1|1|1|0
Colombia|Risaralda|1980|0|1|1|0|0
Colombia|Santander|2013|0|1|1|0|0
Colombia|Santander|1992|0|3|1|0|0
Colombia|Santander|2019|0|3|1|1|0
Colombia|Santander|1995|0|1|1|0|0
Colombia|Santander|2001|0|1|1|0|0
Colombia|Santander|1994|0|1|1|0|0
Colombia|Santander|2007|0|1|2|0|0
Colombia|Santander|1997|0|1|1|1|0
Colombia|Santander|2004|0|1|1|0|0
Colombia|Santander|1995|0|1|1|0|0
Colombia|Santander|2017|0|3|1|0|0
Colombia|Santander|2016|0|3|1|1|0
Colombia|Santander|2018|0|1|1|0|0
Colombia|Santander|1989|0|1|1|0|0
Colombia|Santander|2003|0|1|1|0|0
Colombia|Santander|2011|0|1|2|0|0
Colombia|Santander|1988|0|1|1|1|0
Colombia|Santander|2018|0|1|1|0|0
Colombia|Santander|2003|0|1|1|0|0
Colombia|Santander|1953|0|3|1|0|0
Colombia|Santander|2019|0|3|1|1|0
Colombia|Santander|2017|0|1|1|0|0
Colombia|Santander|1991|0|1|1|0|0
Colombia|Santander|2003|0|1|1|0|0
Colombia|Santander|2007|0|1|2|0|0
Colombia|Santander|1985|0|1|1|1|0
Colombia|Santander|1991|0|1|1|0|0
Colombia|Santander|1970|0|1|1|0|0
Colombia|Santander|2004|0|3|1|0|0
Colombia|Santander|2014|0|3|1|1|0
Colombia|Santander|1974|0|1|1|0|0
Colombia|Santander|2014|0|1|1|0|0
Colombia|Santander|2009|0|1|1|0|0
Colombia|Santander|2018|0|1|2|0|0
Colombia|Santander|2016|0|1|1|1|0
Colombia|Santander|1944|0|1|1|0|0
Colombia|Santander|1983|0|1|1|0|0
Colombia|Santander|2019|0|3|1|0|0
Colombia|Santander|2005|0|3|1|1|0
Colombia|Santander|1986|0|1|1|0|0
Colombia|Santander|2002|0|1|1|0|0
Colombia|Santander|2014|0|1|1|0|0
Colombia|Santander|2020|0|1|2|0|0
Colombia|Santander|2001|0|1|1|1|0
Colombia|Santander|1987|0|1|1|0|0
Colombia|Santander|1972|0|1|1|0|0
Colombia|Santander|2005|0|3|1|0|0
Colombia|Santander|1989|0|3|1|1|0
Colombia|Santander|2005|0|1|1|0|0
Colombia|Santander|2004|0|1|1|0|0
Colombia|Santander|2002|0|1|1|0|0
Colombia|Santander|2019|0|1|2|0|0
Colombia|Sin Especificar|2011|0|1|1|1|0
Colombia|Sin Especificar|1997|0|1|1|0|0
Colombia|Sin Especificar|1996|0|1|1|0|0
Colombia|Sin Especificar|2015|0|3|1|0|0
Colombia|Sin Especificar|1993|0|3|1|1|0
Colombia|Sin Especificar|1998|0|1|1|0|0
Colombia|Sin Especificar|1990|0|1|1|0|0
Colombia|Sin Especificar|2019|0|1|1|0|0
Colombia|Sin Especificar|2008|0|1|2|0|0
Colombia|Sin Especificar|2001|0|1|1|1|0
Colombia|Sin Especificar|2006|0|1|1|0|0
Colombia|Sin Especificar|2015|0|1|1|0|0
Colombia|Sin Especificar|2011|0|3|1|0|0
Colombia|Sin Especificar|1996|0|3|1|1|0
Colombia|Sin Especificar|2013|0|1|1|0|0
Colombia|Sin Especificar|2019|0|1|1|0|0
Colombia|Sin Especificar|2005|0|1|1|0|0
Colombia|Sin Especificar|2014|0|1|2|0|0
Colombia|Sin Especificar|2012|0|1|1|1|0
Colombia|Sin Especificar|2019|0|1|1|0|0
Colombia|Sin Especificar|2018|0|1|1|0|0
Colombia|Sin Especificar|2018|0|3|1|0|0
Colombia|Sin Especificar|2018|0|3|1|1|0
Colombia|Sin Especificar|2008|0|1|1|0|0
Colombia|Sin Especificar|2020|0|1|1|0|0
Colombia|Sin Especificar|1956|0|1|1|0|0
Colombia|Sin Especificar|2019|0|1|2|0|0
Colombia|Sin Especificar|2011|0|1|1|1|0
Colombia|Sin Especificar|2007|0|1|1|0|0
Colombia|Sin Especificar|1990|0|1|1|0|0
Colombia|Sin Especificar|1973|0|3|1|0|0
Colombia|Sin Especificar|2000|0|3|1|1|0
Colombia|Sin Especificar|2016|0|1|1|0|0
Colombia|Sin Especificar|1995|0|1|1|0|0
Colombia|Sin Especificar|2003|0|1|1|0|0
Colombia|Sin Especificar|1999|0|1|2|0|0
Colombia|Sin Especificar|1952|0|1|1|1|0
Colombia|Sin Especificar|1972|0|1|1|0|0
Colombia|Sin Especificar|2015|0|1|1|0|0
Colombia|Sin Especificar|2020|0|3|1|0|0
Colombia|Sin Especificar|2012|0|3|1|1|0
Colombia|Sin Especificar|2016|0|1|1|0|0
Colombia|Sin Especificar|1991|0|1|1|0|0
Colombia|Sucre|1978|0|1|1|0|0
Colombia|Sucre|2003|0|1|2|0|0
Colombia|Sucre|1998|0|1|1|1|0
Colombia|Sucre|2001|0|1|1|0|0
Colombia|Sucre|2001|0|1|1|0|0
Colombia|Sucre|2019|0|3|1|0|0
Colombia|Sucre|1997|0|3|1|1|0
Colombia|Sucre|1984|0|1|1|0|0
Colombia|Sucre|1991|0|1|1|0|0
Colombia|Sucre|1999|0|1|1|0|0
Colombia|Sucre|1966|0|1|2|0|0
Colombia|Sucre|1962|0|1|1|1|0
Colombia|Sucre|1988|0|1|1|0|0
Colombia|Sucre|2014|0|1|1|0|0
Colombia|Sucre|1991|0|3|1|0|0
Colombia|Sucre|2007|0|3|1|1|0
Colombia|Sucre|2013|0|1|1|0|0
Colombia|Sucre|1999|0|1|1|0|0
Colombia|Sucre|2003|0|1|1|0|0
Colombia|Sucre|1953|0|1|2|0|0
Colombia|Sucre|2003|0|1|1|1|0
Colombia|Sumapaz|1968|0|1|1|0|0
Colombia|Tolima|2011|0|1|1|0|0
Colombia|Tolima|1973|0|3|1|0|0
Colombia|Tolima|2011|0|3|1|1|0
Colombia|Tolima|2020|0|1|1|0|0
Colombia|Tolima|2020|0|1|1|0|0
Colombia|Tolima|1998|0|1|1|0|0
Colombia|Tolima|2015|0|1|2|0|0
Colombia|Tolima|2007|0|1|1|1|0
Colombia|Tolima|2016|0|1|1|0|0
Colombia|Tolima|2014|0|1|1|0|0
Colombia|Tolima|1943|0|3|1|0|0
Colombia|Tolima|2020|0|3|1|1|0
Colombia|Tolima|1979|0|1|1|0|0
Colombia|Tolima|1962|0|1|1|0|0
Colombia|Tolima|2012|0|1|1|0|0
Colombia|Tolima|2004|0|1|2|0|0
Colombia|Tolima|1954|0|1|1|1|0
Colombia|Tolima|1978|0|1|1|0|0
Colombia|Tolima|2004|0|1|1|0|0
Colombia|Tolima|2007|0|3|1|0|0
Colombia|Tolima|2006|0|3|1|1|0
Colombia|Tolima|1990|0|1|1|0|0
Colombia|Tolima|2020|0|1|1|0|0
Colombia|Tolima|1964|0|1|1|0|0
Colombia|Tolima|2018|0|1|2|0|0
Colombia|Tolima|2020|0|1|1|1|0
Colombia|Tolima|1987|0|1|1|0|0
Colombia|Tolima|2001|0|1|1|0|0
Colombia|Tolima|2019|0|3|1|0|0
Colombia|Tolima|2019|0|3|1|1|0
Colombia|Tolima|2020|0|1|1|0|0
Colombia|Tolima|1999|0|1|1|0|0
Colombia|Tolima|1985|0|1|1|0|0
Colombia|Tolima|2004|0|1|2|0|0
Colombia|Tolima|2020|0|1|1|1|0
Colombia|Tolima|2020|0|1|1|0|0
Colombia|Tolima|1997|0|1|1|0|0
Colombia|Tolima|2010|0|3|1|0|0
Colombia|Tolima|2016|0|3|1|1|0
Colombia|Tolima|1957|0|1|1|0|0
Colombia|Valle Del Cauca|1976|0|1|1|0|0
Colombia|Valle Del Cauca|1994|0|1|1|0|0
Colombia|Valle Del Cauca|1967|0|1|2|0|0
Colombia|Valle Del Cauca|2019|0|1|1|1|0
Colombia|Valle Del Cauca|1987|0|1|1|0|0
Colombia|Valle Del Cauca|2006|0|1|1|0|0
Colombia|Valle Del Cauca|2019|0|3|1|0|0
Colombia|Valle Del Cauca|1992|0|3|1|1|0
Colombia|Valle Del Cauca|1962|0|1|1|0|0
Colombia|Valle Del Cauca|1998|0|1|1|0|0
Colombia|Valle Del Cauca|1997|0|1|1|0|0
Colombia|Valle Del Cauca|2020|0|1|2|0|0
Colombia|Valle Del Cauca|1993|0|1|1|1|0
Colombia|Valle Del Cauca|1974|0|1|1|0|0
Colombia|Valle Del Cauca|2020|0|1|1|0|0
Colombia|Valle Del Cauca|2017|0|3|1|0|0
Colombia|Valle Del Cauca|2009|0|3|1|1|0
Colombia|Valle Del Cauca|1998|0|1|1|0|0
Colombia|Valle Del Cauca|1951|0|1|1|0|0
Colombia|Valle Del Cauca|2011|0|1|1|0|0
Colombia|Valle Del Cauca|2010|0|1|2|0|0
Colombia|Valle Del Cauca|1993|0|1|1|1|0
Colombia|Valle Del Cauca|1997|0|1|1|0|0
Colombia|Valle Del Cauca|2014|0|1|1|0|0
Colombia|Valle Del Cauca|2020|0|3|1|0|0
Colombia|Valle Del Cauca|2010|0|3|1|1|0
Colombia|Valle Del Cauca|1959|0|1|1|0|0
Colombia|Valle Del Cauca|2018|0|1|1|0|0
Colombia|Valle Del Cauca|2013|0|1|1|0|0
Colombia|Valle Del Cauca|1974|0|1|2|0|0
Colombia|Valle Del Cauca|1951|0|1|1|1|0
Colombia|Valle Del Cauca|2007|0|1|1|0|0
Colombia|Valle Del Cauca|2006|0|1|1|0|0
Colombia|Valle Del Cauca|1999|0|3|1|0|0
Colombia|Valle Del Cauca|1988|0|3|1|1|0
Colombia|Valle Del Cauca|2006|0|1|1|0|0
Colombia|Valle Del Cauca|2014|0|1|1|0|0
Colombia|VaupÃ©s|1989|0|1|1|0|0
Colombia|VaupÃ©s|2019|0|1|2|0|0
Colombia|VaupÃ©s|2020|0|1|1|1|0
Colombia|VaupÃ©s|2006|0|1|1|0|0
Colombia|VaupÃ©s|1976|0|1|1|0|0
Colombia|Vichada|1977|0|3|1|0|0
Colombia|Vichada|2019|0|3|1|1|0
